Date,Close,High,Low,Open,Volume
1962-01-01,1.4144293069839478,1.4611559601737805,1.4119034781064197,1.4611559601737805,1372875
1962-01-08,1.424532175064087,1.4346351114770202,1.376542565717844,1.4131660881489043,2204445
1962-01-15,1.398012399673462,1.4340047008481915,1.3815949284062419,1.4295844743386708,1788660
1962-01-22,1.3670719861984253,1.411904366811959,1.3664404577188694,1.3980125354504025,1710210
1962-01-29,1.4093776941299438,1.4093776941299438,1.3266586673511995,1.367071077617929,3396885
1962-02-05,1.4057798385620117,1.4095691436551656,1.3843079916670797,1.4095691436551656,1349340
1962-02-12,1.375467300415039,1.4171480675662538,1.375467300415039,1.405780430985407,1270890
1962-02-19,1.3565211296081543,1.3817822901963683,1.3521004926527098,1.375467189042152,1294425
1962-02-26,1.3843094110488892,1.3918877455163743,1.3438915642246465,1.3565220586727995,1521930
1962-03-05,1.3969396352767944,1.3969396352767944,1.3742045433135943,1.3843090496297852,1208130
1962-03-12,1.395675539970398,1.4007276951528227,1.3893603459923671,1.3969386732623976,1074765
1962-03-19,1.3817824125289917,1.4045174968697454,1.3767302555612038,1.3982021116671566,1286580
1962-03-26,1.3457858562469482,1.3868351175162976,1.3394704689791004,1.381782864399894,1561155
1962-04-02,1.31484055519104,1.345153971161823,1.2807381157806117,1.345153971161823,3443955
1962-04-09,1.3085260391235352,1.3312611365490077,1.2883171161322717,1.3148412389678539,1937715
1962-04-16,1.3110527992248535,1.3249464350832232,1.293370041494127,1.3085267179766156,1702365
1962-04-23,1.2264271974563599,1.3179988154599651,1.2125336645454865,1.3110520017562919,3977415
1962-04-30,1.227689504623413,1.2377940056550454,1.0862272461518336,1.2264263711221521,12936405
1962-05-07,1.1268240213394165,1.2373588028684892,1.1217709687311221,1.2278844119254224,7617495
1962-05-14,1.1407196521759033,1.169774442259856,1.107243429627326,1.1268239240972318,7335075
1962-05-21,1.006813883781433,1.1407187642576053,0.9802854041544554,1.1407187642576053,13344345
1962-05-28,0.9727053642272949,1.0106030641947497,0.8969101533149446,1.003023448592235,15407580
1962-06-04,0.93796706199646,0.9600740304240626,0.8918580774133366,0.9600740304240626,10731960
1962-06-11,0.8425909876823425,0.9398618071302342,0.7579530306325171,0.9379669486540524,22930935
1962-06-18,0.8084834218025208,0.8659616650035531,0.784481636966436,0.8425912635878473,17808150
1962-06-25,0.8571180105209351,0.8804882984708085,0.7971135262137022,0.8084827660840086,17682630
1962-07-02,0.871645987033844,0.8937529511579732,0.8552235034072176,0.8571183617435065,7978365
1962-07-09,0.9505987763404846,0.9847067758095628,0.8615394410018067,0.871645535921085,14293590
