Datetime,Close,High,Low,Open,Volume
2023-08-25 13:30:00+00:00,108.5999984741211,109.98999786376952,108.41000366210938,108.88999938964844,795618
2023-08-25 14:30:00+00:00,109.61499786376952,109.66500091552734,107.76000213623048,108.58999633789062,992956
2023-08-25 15:30:00+00:00,109.61000061035156,109.91999816894533,109.0199966430664,109.62000274658205,655765
2023-08-25 16:30:00+00:00,109.41000366210938,109.75,109.19000244140624,109.61499786376952,437209
2023-08-25 17:30:00+00:00,110.16999816894533,110.18000030517578,109.01000213623048,109.38999938964844,381652
2023-08-25 18:30:00+00:00,110.33000183105467,110.5199966430664,109.95999908447266,110.18000030517578,690458
2023-08-25 19:30:00+00:00,110.29000091552734,110.4499969482422,110.02999877929688,110.33000183105467,1010421
2023-08-28 13:30:00+00:00,111.69000244140625,112.19000244140625,111.0999984741211,111.30000305175781,778994
2023-08-28 14:30:00+00:00,111.18000030517578,111.70999908447266,110.94000244140625,111.69499969482422,506657
2023-08-28 15:30:00+00:00,110.93000030517578,111.55000305175781,110.9000015258789,111.16000366210938,268286
2023-08-28 16:30:00+00:00,111.44000244140625,111.70999908447266,110.86000061035156,110.93000030517578,318358
2023-08-28 17:30:00+00:00,111.1500015258789,111.5199966430664,110.62000274658203,111.44999694824219,299321
2023-08-28 18:30:00+00:00,111.16999816894531,111.51000213623047,111.0,111.1500015258789,335822
2023-08-28 19:30:00+00:00,111.69000244140625,111.77999877929688,111.05999755859375,111.16000366210938,652442
2023-08-29 13:30:00+00:00,112.47119903564453,112.4800033569336,110.5199966430664,110.5199966430664,1204810
2023-08-29 14:30:00+00:00,112.90499877929688,113.12000274658203,112.19499969482422,112.4800033569336,749780
2023-08-29 15:30:00+00:00,113.29830169677734,113.33699798583984,112.80000305175781,112.88999938964844,573786
2023-08-29 16:30:00+00:00,113.5999984741211,113.69999694824219,113.10009765625,113.33999633789062,379649
2023-08-29 17:30:00+00:00,113.51000213623047,113.77999877929688,113.37999725341797,113.62000274658203,462585
2023-08-29 18:30:00+00:00,113.94000244140625,113.98999786376953,113.44999694824219,113.5,653395
2023-08-29 19:30:00+00:00,113.75,113.98500061035156,113.66999816894531,113.94000244140625,1148343
2023-08-30 13:30:00+00:00,111.98500061035156,112.77999877929688,111.66999816894531,112.55999755859375,1087829
2023-08-30 14:30:00+00:00,112.7300033569336,112.80000305175781,112.0199966430664,112.0199966430664,717882
2023-08-30 15:30:00+00:00,113.18000030517578,113.43000030517578,112.70999908447266,112.72000122070312,437966
2023-08-30 16:30:00+00:00,112.94999694824219,113.4115982055664,112.86000061035156,113.18000030517578,305409
2023-08-30 17:30:00+00:00,112.80999755859375,113.18499755859375,112.6500015258789,112.97000122070312,286242
2023-08-30 18:30:00+00:00,113.33499908447266,113.45999908447266,112.79000091552734,112.80000305175781,347320
2023-08-30 19:30:00+00:00,113.27999877929688,113.41999816894531,113.04000091552734,113.33999633789062,629296
2023-08-31 13:30:00+00:00,114.27999877929688,114.27999877929688,112.43399810791016,112.43399810791016,1149364
2023-08-31 14:30:00+00:00,113.94999694824219,114.6500015258789,113.7699966430664,114.25,669179
2023-08-31 15:30:00+00:00,114.29000091552734,114.56999969482422,113.72000122070312,113.94000244140625,623664
2023-08-31 16:30:00+00:00,114.66000366210938,114.76000213623047,114.19999694824219,114.2699966430664,697867
2023-08-31 17:30:00+00:00,115.0199966430664,115.16000366210938,114.58000183105469,114.66000366210938,482698
2023-08-31 18:30:00+00:00,114.68000030517578,115.1500015258789,114.63999938964844,115.0199966430664,783376
2023-08-31 19:30:00+00:00,114.51000213623047,114.7699966430664,114.4800033569336,114.68499755859375,795887
2023-09-01 13:30:00+00:00,115.13999938964844,115.69999694824219,114.41000366210938,115.69999694824219,999987
2023-09-01 14:30:00+00:00,114.91000366210938,115.3499984741211,114.81999969482422,115.16500091552734,664821
2023-09-01 15:30:00+00:00,114.96499633789062,115.1500015258789,114.62000274658203,114.91999816894531,727846
2023-09-01 16:30:00+00:00,114.72000122070312,115.06999969482422,114.5,114.93000030517578,282333
2023-09-01 17:30:00+00:00,114.98999786376953,115.27999877929688,114.70999908447266,114.70999908447266,289448
2023-09-01 18:30:00+00:00,115.19000244140625,115.25,114.83999633789062,114.99009704589844,280151
2023-09-01 19:30:00+00:00,115.38970184326172,115.45999908447266,115.05500030517578,115.19000244140625,599231
2023-09-05 13:30:00+00:00,116.25,116.36000061035156,114.91000366210938,114.91000366210938,2443937
2023-09-05 14:30:00+00:00,116.18499755859375,116.77999877929688,115.8499984741211,116.20999908447266,558808
2023-09-05 15:30:00+00:00,116.50800323486328,116.66000366210938,115.95999908447266,116.19999694824219,403603
