Date,Close,High,Low,Open,Volume
2018-06-01,70.26240539550781,70.65931937875798,69.54074485910112,69.54976750842906,725200
2018-06-04,70.65030670166016,70.81268000115726,70.10004201349027,70.48793340216304,490900
2018-06-05,71.41707611083984,71.741822752043,70.81268920503769,70.81268920503769,555900
2018-06-06,71.47119140625,71.47119140625,70.83973666645733,71.46216875620948,356600
2018-06-07,72.355224609375,72.54465898287225,71.64258660492378,71.66063190655174,399900
2018-06-08,73.17610931396484,73.19414773222663,72.2199079717149,72.30109805955705,884900
2018-06-11,73.30239868164062,73.6000773168463,73.18512487534038,73.18512487534038,813800
2018-06-12,74.12326049804688,74.17738950230151,73.14902100862835,73.43769067861642,605300
2018-06-13,72.9776382446289,74.07816736778348,72.47247316115174,74.07816736778348,934300
2018-06-14,73.97251892089844,74.57847871640524,73.11331570769941,73.40273675649053,599000
2018-06-15,74.22574615478516,74.29810140793326,73.03191207854846,73.77353617287464,1195200
2018-06-18,73.69214630126953,74.04486955722571,73.38463990622888,73.85494218095525,673200
2018-06-19,72.5073471069336,73.2941949623804,71.71146001994298,73.21279357724885,621600
2018-06-20,72.35359191894531,72.78771650653653,71.71145461868582,72.67013750355545,635600
2018-06-21,70.43622589111328,72.19080286865939,70.09254878115324,72.19080286865939,663500
2018-06-22,70.264404296875,70.97889704985668,70.04733849078406,70.86131801317954,634300
2018-06-25,69.07958221435547,70.09253487990895,68.86252339322812,70.09253487990895,793800
2018-06-26,69.03437042236328,69.63128394924321,68.90775219241371,69.45944886584081,719800
2018-06-27,69.9930648803711,70.36388040110425,68.96202660833927,69.15195398474755,1331600
2018-06-28,69.80313873291016,70.10159900116803,69.31475108490018,69.77600723582805,734500
2018-06-29,69.96593475341797,70.68947354452719,69.54085623115459,70.219171260253,669600
2018-07-02,70.21009826660156,70.28245349806605,69.32377083177305,69.59509259950283,466700
2018-07-03,69.65840911865234,71.21401225989327,69.5679685197797,70.62613801695798,233800
2018-07-05,70.43622589111328,70.60806789618174,69.47754291584056,69.9387990398693,528400
2018-07-06,69.51372528076172,70.30057320476845,69.35997552899936,70.30057320476845,1000600
2018-07-09,70.49048614501953,70.8612946997835,69.54084253129491,69.8754803637888,660400
2018-07-10,70.86131286621094,70.94271426262705,70.23726769451672,70.53572108090191,594000
2018-07-11,70.46336364746094,70.7527777637953,70.05637051812472,70.62615261898324,304800
2018-07-12,71.52153015136719,71.70241137838643,70.54475496503966,70.90652431925466,434500
2018-07-13,72.09131622314453,72.3807303425254,70.41814062984336,71.72050761714571,546400
2018-07-16,71.66622161865234,72.18174061856531,71.44916280294565,71.98276716242779,685300
