Date,Close,High,Low,Open,Volume
2018-06-01,101.98607635498047,102.03361634951895,100.95928065664604,101.56775486809784,737600
2018-06-04,102.69914245605469,102.82274355210046,100.81667745323833,101.44416336964862,949400
2018-06-05,103.64987182617188,103.74495181269184,102.765681628062,102.94632489814845,785300
2018-06-06,104.03018951416016,104.07772951633252,103.44073410730405,103.57383740908355,899200
2018-06-07,103.73542785644531,104.19177981215051,103.26956645270104,104.19177981215051,812600
2018-06-08,103.68791198730469,104.05870075765326,103.47874760329569,103.73545198497409,1020900
2018-06-11,103.57384490966797,103.9351242901488,103.44074159824943,103.6498987636311,688900
2018-06-12,104.0396957397461,104.20132013638377,103.65939749491545,103.81151969428198,910800
2018-06-13,104.29638671875,104.82880713147334,104.05870123647976,104.17279287926017,595200
2018-06-14,104.5531005859375,104.8858588405843,103.68792187026989,104.58162168582352,482400
2018-06-15,104.48652648925781,104.5815992196497,103.27908032716915,104.41997485262505,1095600
2018-06-18,104.20130920410156,104.57209795917407,103.51677388594157,103.75445935732574,651800
2018-06-19,103.83051300048828,103.96361627462812,103.0128744572953,103.50726426431565,751300
2018-06-20,103.28857421875,104.09670318573568,103.21251314445921,103.76394505269255,491600
2018-06-21,102.27129364013672,103.51676305877473,102.0431176424774,103.51676305877473,431500
2018-06-22,102.57556915283203,103.16503189235145,102.17625919392543,102.76571467985796,1436400
2018-06-25,101.36810302734375,102.22376492635578,100.94026482425275,101.88150451890196,885900
2018-06-26,101.02584838867188,101.89101984911925,100.83569563381438,101.50121939543673,723200
2018-06-27,100.8356704711914,102.61356020412673,100.8356704711914,101.45365407649072,907400
2018-06-28,101.19697570800781,101.5392433910687,100.23672430533225,100.759635280449,673400
2018-06-29,102.33784484863281,102.81321573969988,100.9212416242565,101.48217579399525,658500
2018-07-02,102.8037338256836,102.81324327705549,101.3015669202973,101.71988848404177,553700
2018-07-03,102.42341613769531,103.45021175726323,102.32833615591203,103.38366012216545,258400
2018-07-05,103.87805938720703,103.97313212407582,102.49947931506256,102.7466742337893,976200
2018-07-06,105.13302612304688,105.38021375938634,104.10622327590382,104.10622327590382,687200
2018-07-09,106.07427978515625,106.12181978441033,105.31368331860384,105.42777496466235,637000
2018-07-10,106.05526733398438,106.48309830968734,105.10452538479073,106.00772733509052,822300
2018-07-11,106.29296875,106.50212591715446,105.19961389386364,105.67498493969802,736100
2018-07-12,107.42431640625,107.48136584799121,106.35949020820664,106.48308403374111,606300
2018-07-13,107.47187805175781,107.70956355507816,106.84438484127087,107.62399300201815,403600
2018-07-16,106.49258422851562,107.49085870242897,106.33095262014352,107.40529542762947,765900
2018-07-17,106.94896697998047,107.05354918166665,105.88414056802795,106.45458432494335,408800
2018-07-18,106.91091918945312,107.01550137427523,105.9696867796389,106.67323372460011,478000
2018-07-19,106.72077178955078,107.12008162242421,106.23589141901329,106.66372960016447,373900
2018-07-20,107.04402923583984,107.10107868344834,105.03797045897343,106.3309727962078,658200
2018-07-23,107.1676254272461,107.47186253743392,105.65594207248621,106.96797050370891,478800
2018-07-24,107.26268768310547,107.72854912583787,106.72076515686209,107.66199749116181,720300
2018-07-25,108.84095001220703,108.96454386393741,106.61620990595839,107.31025477450216,546300
2018-07-26,108.05183410644531,109.43040716058329,107.84266969743985,109.2307522029652,1046900
2018-07-27,105.96969604492188,108.28950870586337,105.74152000971652,108.28950870586337,991900
2018-07-30,104.03018951416016,105.97921354585219,103.8685651125116,105.73201859101057,1046400
2018-07-31,105.17108917236328,105.24714302435373,103.95413324389455,104.44852317655696,1118300
2018-08-01,109.1546630859375,109.38284633915748,105.68446133949858,107.08204568415364,1487400
2018-08-02,109.02156829833984,109.13565993382767,107.48137111397061,108.10885697519164,1106100
2018-08-03,108.75537872314453,109.26878028265477,107.18665294468312,108.76488817431674,787700
2018-08-06,108.9360122680664,109.71562036186704,107.89019759398047,108.66029623746084,540600
2018-08-07,110.44766235351562,110.53323287900302,108.66027055577217,108.66027055577217,689400
2018-08-08,110.64737701416016,111.00866370025811,110.19102481031406,110.21003646314618,562300
2018-08-09,110.95155334472656,112.31111426410735,110.52372248171463,111.16071767902876,656900
2018-08-10,111.18925476074219,111.67413512785284,110.28605291844735,110.52373837732331,436600
2018-08-13,110.59030151367188,111.9023227717868,110.47620987025893,111.15124302680387,536800
2018-08-14,111.95936584472656,112.29212405208365,110.89453232759895,111.04665451015357,539300
2018-08-15,111.12269592285156,111.36989081507069,110.43816793864983,110.99910210353404,697000
2018-08-16,111.2938232421875,111.92131625809355,111.0656472607597,111.67412138028963,469700
2018-08-17,111.6361312866211,111.81677459972255,111.13223915384994,111.29386356368478,639000
2018-08-20,111.81674194335938,112.30162228483967,111.38891104143124,111.64560813187128,535500
2018-08-21,111.65513610839844,112.3872042129396,111.42695281949425,111.93085214230197,598600
2018-08-22,111.75021362304688,112.05445076765618,111.30336373018007,111.49350922546625,281700
2018-08-23,111.60758209228516,112.02591081581683,111.29383554963641,111.71216427316807,356100
2018-08-24,112.13052368164062,112.46328196024479,111.6266315378134,111.6741642898503,451800
2018-08-27,112.26360321044922,112.900598530773,111.86429336071656,112.40621594352086,545300
