Date,Close,High,Low,Open,Volume
2018-06-01,144.51837158203125,145.3938045119666,143.39673488093993,144.54572755660413,425400
2018-06-04,145.81329345703125,146.45163672947334,144.45456680546124,144.9196323559633,434500
2018-06-05,145.60357666015625,146.3057459931532,144.19012397174762,145.9045063742978,795700
2018-06-06,143.9347381591797,145.58528004152518,142.38450614388722,145.58528004152518,762400
2018-06-07,143.67950439453125,145.84071110392034,142.94086483129917,144.22665202668807,945100
2018-06-08,143.46058654785156,144.61869333865036,142.09273204872042,143.60648045271188,680200
2018-06-11,144.1627655029297,145.65828611088463,143.09584048821833,143.8162517681545,459200
2018-06-12,146.58839416503906,146.69781806262017,143.38761992998346,143.9621093068185,821400
2018-06-13,142.59425354003906,146.36041700982761,142.14743001957882,146.36041700982761,744300
2018-06-14,143.1687774658203,144.73725180981896,142.8860897493792,143.1687774658203,904300
2018-06-15,142.4119110107422,144.64607090995796,142.09275326201856,143.10495238453464,1081600
2018-06-18,143.94387817382812,144.22656584619438,141.90121067082362,142.42098808769907,679900
2018-06-19,144.4910125732422,145.4849834006092,143.18699809753699,143.36026187588305,1087400
2018-06-20,144.81019592285156,145.84976476286673,143.28731961687973,144.94697580395808,596400
2018-06-21,146.4242706298828,146.46985464801807,143.7615016388959,144.81019843218056,712200
2018-06-22,147.7830352783203,147.88334519023638,145.603587114452,146.74346615234418,686700
2018-06-25,148.20249938964844,148.5125431118615,146.9258266692117,147.57328400869184,819400
2018-06-26,149.725341796875,149.82565167407736,147.58236438143106,148.86815083069743,1455000
2018-06-27,149.7800750732422,150.71933409600283,149.524743333921,150.10836072587458,1228400
2018-06-28,150.40016174316406,150.53695554791753,148.96848120559025,150.09924598468595,735300
2018-06-29,150.57347106933594,151.5400863578672,148.69495246490115,149.94425555503605,836400
2018-07-02,150.1813201904297,151.1661771847307,148.42134001376476,150.17219225434326,867100
2018-07-03,148.3848419189453,151.4670781926603,148.29364606256766,150.80137905307836,618900
2018-07-05,151.40330505371094,151.51272899797445,148.14781748100984,149.30592466323913,585400
2018-07-06,150.88348388671875,152.66169204083815,150.5643122552841,151.93216682222769,785500
2018-07-09,148.6857452392578,151.0384559892677,147.5185108397302,151.0384559892677,906900
2018-07-10,150.91082763671875,151.04760751651548,146.52456265925792,147.03524001108084,783400
2018-07-11,150.22691345214844,151.09321856665994,148.86817289854275,150.14483160260855,618700
2018-07-12,150.75582885742188,152.03248764588852,148.64932098464612,150.19043946721192,623600
2018-07-13,150.10833740234375,152.1236489401396,149.6614999706923,150.74666665146435,530500
2018-07-16,148.75868225097656,150.09918024615664,147.98355944046045,150.09918024615664,607400
2018-07-17,149.2694091796875,149.3879610262173,148.0930464790628,148.99583548783042,925300
2018-07-18,148.12957763671875,149.49743261773074,147.6189140034674,149.49743261773074,755000
2018-07-19,148.30282592773438,149.31503906402043,147.03528100162293,148.3392959343356,484900
2018-07-20,147.96539306640625,148.8499401929636,147.00790593611424,148.1477848193544,569900
2018-07-23,147.28143310546875,147.57324871390276,146.62486190102632,147.54589273992883,572300
2018-07-24,146.19631958007812,147.61888626671188,145.466794277704,147.27235861731316,1676800
2018-07-25,146.52456665039062,147.67357333012077,145.68561756420374,146.4151427435727,1703000
2018-07-26,147.20848083496094,148.25717753554312,146.98963304074388,147.12641291212955,1521200
2018-07-27,145.96832275390625,148.41221616289565,145.64003711088156,147.50031314499768,609300
2018-07-30,144.272216796875,146.60668684996637,143.55180544975656,145.87716147974055,1338600
2018-07-31,144.30865478515625,146.7069642114884,142.61251458939384,144.30865478515625,2149200
2018-08-01,147.336181640625,147.47296153154286,141.9285893489136,143.18702000350288,3144200
2018-08-02,143.35116577148438,148.33016286275463,142.84961627925813,147.52768367519266,1437200
2018-08-03,144.52752685546875,144.9469944879559,142.93169643568888,143.73416169917874,1750300
2018-08-06,144.8740234375,145.7312144736497,143.55176688610405,144.70075964323118,943300
2018-08-07,144.13536071777344,145.16581538000793,144.02593682958326,145.0381495389417,537500
2018-08-08,143.36940002441406,144.8831624415817,143.1049403452093,144.23570514740737,885000
2018-08-09,143.12313842773438,143.83442148242335,142.8404507924775,143.29640218212592,429700
2018-08-10,142.34808349609375,143.2873426024579,141.90124595524057,142.87697506423842,574900
2018-08-13,141.52731323242188,142.62159382076788,140.97105196212053,141.85559880037894,871300
2018-08-14,141.16256713867188,142.31155974628905,140.62454778455592,141.97416013684912,797000
2018-08-15,141.39059448242188,142.5669434925136,140.50604726188357,141.18997466449326,657900
2018-08-16,141.98333740234375,142.6125528896067,141.50002977884552,141.60945371939914,941000
2018-08-17,143.91656494140625,144.15365475632808,141.272037400179,142.1109866466772,729600
2018-08-20,143.98947143554688,144.9287303686881,142.83136469788957,144.22657510981915,814500
2018-08-21,142.81309509277344,144.5365907923278,142.59423341609605,144.1535932940415,471000
2018-08-22,140.52427673339844,142.53046081985295,139.7582675355027,142.43926494179428,852400
2018-08-23,140.60633850097656,141.57295354199053,139.83121531512518,140.43307468899542,472800
2018-08-24,142.28421020507812,142.48482995882287,140.7066220638436,140.97106778585214,683000
2018-08-27,142.99551391601562,143.01375587294186,142.05625489508878,142.66722826402417,574600
